Gene name	Gene_freq	Total
PLCXD1	262	49097025
PLCH2	972	49097025
PLCL1	2414	49097025
PLCL2	1301	49097025
PLCG2	1856	49097025
CEBPZOS	199	49097025
CEACAM8	335	49097025
CEACAM7	349	49097025
CEACAM6	398	49097025
CEBPE	234	49097025
CEBPZ	527	49097025
CEBPB	108	49097025
CEBPA	1107	49097025
CEBPD	72	49097025
CEBPG	142	49097025
CLDN10	896	49097025
CLDN15	167	49097025
CLDN18	512	49097025
CLDN16	423	49097025
CLDN12	254	49097025
CLCNKB	557	49097025
CLDN17	237	49097025
CLDN1	237	49097025
CLDN14	653	49097025
CLDN11	237	49097025
EGLN1	474	49097025
EGFR	9940	49097025
EHBP1	1821	49097025
EGR4	315	49097025
EGFLAM	2188	49097025
EGR1	416	49097025
EGLN2	243	49097025
EGLN3	344	49097025
EGR2	439	49097025
EGR3	283	49097025
SVEP1	2821	49097025
SVBP	89	49097025
SUV39H1	264	49097025
SV2A	655	49097025
SUV39H2	260	49097025
SVIL	2294	49097025
SV2C	1643	49097025
SV2B	1435	49097025
SUZ12	789	49097025
SVIP	123	49097025
NT5DC4	343	49097025
NT5DC2	325	49097025
NT5C3A	483	49097025
NT5C3B	164	49097025
NT5C1A	366	49097025
NT5C1B-RDH14	808	49097025
NT5C2	927	49097025
NT5DC1	1016	49097025
NT5C1B	723	49097025
NT5DC3	553	49097025
C6orf201	526	49097025
C6orf223	161	49097025
C6orf163	189	49097025
C6orf203	223	49097025
C6orf226	41	49097025
C6orf136	201	49097025
C6orf15	206	49097025
C6orf222	557	49097025
C6orf141	71	49097025
C6orf132	418	49097025
RIMS2	4272	49097025
RIN2	948	49097025
RIN1	400	49097025
RIMS4	652	49097025
RIN3	1282	49097025
RINT1	533	49097025
RIMS3	434	49097025
RIOK1	379	49097025
RING1	268	49097025
RINL	287	49097025
TMEM63B	612	49097025
TMEM59	287	49097025
TMEM60	128	49097025
TMEM65	422	49097025
TMEM63A	667	49097025
TMEM59L	313	49097025
TMEM61	209	49097025
TMEM63C	934	49097025
TMEM62	449	49097025
TMEM64	1100	49097025
PRR23C	322	49097025
PRR25	201	49097025
PRR29	234	49097025
PRR23A	302	49097025
PRR23D1	22	49097025
PRR23B	429	49097025
PRR27	316	49097025
PRR26	212	49097025
PRR3	123	49097025
PRR23D2	7	49097025
C12orf74	163	49097025
C12orf76	445	49097025
C14orf177	200	49097025
C12orf71	164	49097025
C14orf119	195	49097025
C14orf132	289	49097025
C12orf75	284	49097025
C12orf73	102	49097025
C13orf46	22	49097025
C13orf42	161	49097025
F2RL2	300	49097025
F3	223	49097025
F5	1560	49097025
F7	505	49097025
F2	570	49097025
F2RL3	251	49097025
F2RL1	303	49097025
F2R	330	49097025
F8	1754	49097025
F13B	850	49097025
MAPKAPK5	459	49097025
MAPKAPK2	478	49097025
MAPKAP1	1116	49097025
MAPK9	546	49097025
MAPT	1071	49097025
MAPKAPK3	332	49097025
MAPKBP1	881	49097025
MAPRE2	826	49097025
MAPRE3	393	49097025
MAPRE1	282	49097025
PTGFR	1498	49097025
PTGES3L-AARSD1	424	49097025
PTGES3	230	49097025
PTGES2	204	49097025
PTGES3L	159	49097025
PTGER1	90	49097025
PTGER3	1728	49097025
PTGER2	305	49097025
PTGER4	332	49097025
PTGES	135	49097025
APOL1	334	49097025
APOC2	83	49097025
APOE	184	49097025
APOC1	117	49097025
APOC3	139	49097025
APOH	381	49097025
APOD	254	49097025
APOC4	95	49097025
APOC4-APOC2	172	49097025
APOF	170	49097025
MINDY3	655	49097025
MINAR1	868	49097025
MINK1	824	49097025
MILR1	80	49097025
MINDY2	538	49097025
MINDY1	310	49097025
MINAR2	162	49097025
MINOS1	205	49097025
MINDY4	959	49097025
MINDY4B	244	49097025
COL6A3	2659	49097025
COL4A6	1916	49097025
COL6A1	1020	49097025
COL4A3BP	1023	49097025
COL5A1	3032	49097025
COL6A2	1300	49097025
COL5A3	1623	49097025
COL5A2	1814	49097025
COL4A5	2048	49097025
COL4A4	2144	49097025
RAPH1	1186	49097025
RARB	988	49097025
RARRES3	196	49097025
RARA	743	49097025
RARG	384	49097025
RARS	411	49097025
RARRES2	158	49097025
RAPSN	294	49097025
RAPGEFL1	357	49097025
RARRES1	322	49097025
DNTT	537	49097025
DNMT3L	356	49097025
DNMT3B	988	49097025
DNPEP	367	49097025
DNM2	1237	49097025
DNM3	2326	49097025
DNMT1	1332	49097025
DNPH1	97	49097025
DNMT3A	4104	49097025
DNMBP	1216	49097025
DGKA	513	49097025
DGCR8	633	49097025
DGAT2	377	49097025
DFFB	378	49097025
DGAT1	273	49097025
DGCR2	734	49097025
DGKB	3468	49097025
DGAT2L6	366	49097025
DGCR6L	142	49097025
DGCR6	173	49097025
CHAC1	149	49097025
CGREF1	392	49097025
CGN	784	49097025
CHADL	280	49097025
CH25H	125	49097025
CGNL1	1416	49097025
CHAD	242	49097025
CHAC2	147	49097025
CGRRF1	304	49097025
CHAF1A	652	49097025
LRRC7	3797	49097025
LRRC75A	294	49097025
LRRC74A	570	49097025
LRRC74B	177	49097025
LRRC71	346	49097025
LRRC72	385	49097025
LRRC75B	147	49097025
LRRC8A	535	49097025
LRRC70	124	49097025
LRRC73	173	49097025
HAGHL	163	49097025
HAGH	298	49097025
HADHB	463	49097025
HAO2	435	49097025
HADHA	531	49097025
HAMP	128	49097025
HAND2	276	49097025
HAL	525	49097025
HAO1	813	49097025
HAND1	172	49097025
PRH1	1827	49097025
PRICKLE1	1264	49097025
PRICKLE4	253	49097025
PRH2	158	49097025
PRG4	1264	49097025
PRICKLE3	390	49097025
PRIM2	2558	49097025
PRICKLE2	1788	49097025
PRG3	183	49097025
PRIM1	241	49097025
ARRB2	320	49097025
ARRDC2	325	49097025
ARRDC3	316	49097025
ARSA	275	49097025
ARR3	271	49097025
ARSB	975	49097025
ARRDC1	243	49097025
ARRB1	666	49097025
ARRDC5	255	49097025
ARRDC4	311	49097025
OR2H1	341	49097025
OR2H2	221	49097025
OR2G6	581	49097025
OR2D3	263	49097025
OR2F1	416	49097025
OR2G3	469	49097025
OR2D2	283	49097025
OR2G2	479	49097025
OR2F2	346	49097025
OR2I1P	141	49097025
DNAJC6	1272	49097025
DNAJC5G	174	49097025
DNAJC7	416	49097025
DNASE1L1	240	49097025
DNAL4	143	49097025
DNAL1	323	49097025
DNAJC8	229	49097025
DNASE1	379	49097025
DNALI1	217	49097025
DNAJC9	157	49097025
HSD17B14	321	49097025
HSD11B1L	195	49097025
HSD17B12	910	49097025
HSD11B2	172	49097025
HSD17B1	227	49097025
HSD17B13	278	49097025
HSD17B10	114	49097025
HSD17B2	515	49097025
HSD11B1	463	49097025
HSD17B11	353	49097025
LRRC23	443	49097025
LRRC20	443	49097025
LRRC25	198	49097025
LRRC15	495	49097025
LRRC2	590	49097025
LRRC17	474	49097025
LRRC24	207	49097025
LRRC18	381	49097025
LRRC19	202	49097025
LRRC26	96	49097025
PFN2	637	49097025
PFKP	1013	49097025
PGA3	121	49097025
PGAM2	176	49097025
PFN1	101	49097025
PGA4	21	49097025
PGA5	206	49097025
PFN3	70	49097025
PGAM1	111	49097025
PFN4	110	49097025
TLR10	434	49097025
TLK2	1003	49097025
TLR1	370	49097025
TLN2	2262	49097025
TLR2	496	49097025
TLK1	1333	49097025
TLNRD1	171	49097025
TLL1	2340	49097025
TLN1	1125	49097025
TLL2	1292	49097025
RIF1	1253	49097025
RIBC1	202	49097025
RIDA	183	49097025
RIC8B	655	49097025
RIBC2	261	49097025
RIC3	652	49097025
RICTOR	1660	49097025
RIC1	1042	49097025
RIC8A	300	49097025
RHPN2	1049	49097025
KIF25	640	49097025
KIF27	829	49097025
KIF22	377	49097025
KIF2C	518	49097025
KIF2A	599	49097025
KIF23	526	49097025
KIF26B	3280	49097025
KIF26A	1085	49097025
KIF24	688	49097025
KIF2B	1182	49097025
PSMA4	167	49097025
PSMA7	160	49097025
PSMA8	583	49097025
PSMA6	360	49097025
PSMA5	218	49097025
PSMA2	308	49097025
PSMA3	286	49097025
PSMA1	808	49097025
PSMB1	180	49097025
PSKH2	524	49097025
HADH	420	49097025
HACL1	504	49097025
HACD4	273	49097025
HACD3	310	49097025
HABP2	614	49097025
HACD2	472	49097025
HACE1	1044	49097025
HACD1	397	49097025
HABP4	344	49097025
HAAO	301	49097025
MRPL2	233	49097025
MRPL19	479	49097025
MRPL22	203	49097025
MRPL24	106	49097025
MRPL20	131	49097025
MRPL27	130	49097025
MRPL23	385	49097025
MRPL3	392	49097025
MRPL28	171	49097025
MRPL21	223	49097025
CT45A10	119	49097025
CT45A7	6	49097025
CT45A5	5	49097025
CT47A1	5	49097025
CT45A9	3	49097025
CT45A6	76	49097025
CT45A3	12	49097025
CT47A11	3	49097025
CT45A2	7	49097025
CT47A10	2	49097025
HOMEZ	498	49097025
HOMER3	273	49097025
HOPX	313	49097025
HOOK1	613	49097025
HOGA1	431	49097025
HOMER1	771	49097025
HOOK3	856	49097025
HORMAD1	378	49097025
HOMER2	600	49097025
HOOK2	458	49097025
RGN	215	49097025
RGMA	643	49097025
RGMB	352	49097025
RFXAP	136	49097025
RGP1	285	49097025
RGL4	374	49097025
RGL1	1725	49097025
RGCC	137	49097025
RGL3	586	49097025
RGL2	411	49097025
MBP	957	49097025
MC1R	388	49097025
MBTPS1	744	49097025
MBTPS2	637	49097025
MBTD1	517	49097025
MBOAT7	391	49097025
MC2R	539	49097025
MBOAT1	765	49097025
MBOAT4	154	49097025
MBOAT2	804	49097025
GPX1	161	49097025
GRAMD1B	1759	49097025
GPX6	378	49097025
GRAMD1A	602	49097025
GPX2	114	49097025
GPX4	118	49097025
GPX7	142	49097025
GPX8	112	49097025
GPX3	142	49097025
GPX5	285	49097025
CSTF3	656	49097025
CSTF2T	341	49097025
CSTL1	178	49097025
CST9	154	49097025
CSTA	155	49097025
CSTB	63	49097025
CT45A1	37	49097025
CSTF2	405	49097025
CST9L	193	49097025
CSTF1	359	49097025
AC092442.1	70	49097025
AC092329.3	510	49097025
AC092647.5	684	49097025
AC091959.3	1153	49097025
AC092017.3	809	49097025
AC091167.6	296	49097025
AC092143.1	634	49097025
AC091980.2	21	49097025
AC092073.1	114	49097025
AC092587.1	451	49097025
BCAT2	359	49097025
BCCIP	443	49097025
BCAS3	2500	49097025
BCDIN3D	167	49097025
BCAS4	593	49097025
BCKDHB	1093	49097025
BCKDK	281	49097025
BCHE	1177	49097025
BCKDHA	385	49097025
BCAT1	1130	49097025
ETS1	1085	49097025
ETNPPL	516	49097025
ETV1	1360	49097025
ETNK1	572	49097025
ETNK2	317	49097025
ETS2	398	49097025
ETFBKMT	257	49097025
ETFRF1	130	49097025
ETFDH	427	49097025
ETHE1	283	49097025
MAGEA3	286	49097025
MAGEA10	406	49097025
MAG	678	49097025
MAGEA4	441	49097025
MAGEA8	278	49097025
MAGEA12	392	49097025
MAGEA11	510	49097025
MAGEA6	339	49097025
MAGEA2B	11	49097025
MAGEA1	272	49097025
DNAH12	1666	49097025
DNAAF4	724	49097025
DNAH14	2914	49097025
DNAH10	2827	49097025
DNAAF3	390	49097025
DNAAF5	811	49097025
DNAAF2	287	49097025
DNAH10OS	365	49097025
DNAH11	3826	49097025
DNAH1	1816	49097025
MAGED2	362	49097025
MAGED1	828	49097025
MAGEB6	649	49097025
MAGED4B	10	49097025
MAGEB6B	117	49097025
MAGED4	37	49097025
MAGEC3	1355	49097025
MAGEE1	627	49097025
MAGEC1	1686	49097025
MAGEC2	597	49097025
TMEM234	124	49097025
TMEM235	187	49097025
TMEM236	73	49097025
TMEM233	342	49097025
TMEM238L	46	49097025
TMEM237	298	49097025
TMEM241	690	49097025
TMEM238	35	49097025
TMEM240	88	49097025
TMEM239	69	49097025
ATP5MC2	169	49097025
ATP5MD	88	49097025
ATP5ME	64	49097025
ATP5F1E	66	49097025
ATP5MC1	101	49097025
ATP5MF	128	49097025
ATP5MC3	134	49097025
ATP5F1D	64	49097025
ATP5F1C	295	49097025
ATP5IF1	111	49097025
OR7A10	241	49097025
OR7A5	313	49097025
OR7D4	438	49097025
OR7A17	243	49097025
OR7C2	253	49097025
OR6Y1	488	49097025
OR6X1	238	49097025
OR7D2	470	49097025
OR7C1	761	49097025
OR6V1	267	49097025
SRCAP	1615	49097025
SQLE	374	49097025
SRC	828	49097025
SPX	146	49097025
SQSTM1	431	49097025
SRA1	191	49097025
SRBD1	1149	49097025
SRARP	140	49097025
SQOR	456	49097025
SPZ1	285	49097025
CHCHD6	1121	49097025
CHCHD4	134	49097025
CHCHD2	185	49097025
CHCHD1	86	49097025
CHAT	1482	49097025
CHCHD10	79	49097025
CHAF1B	405	49097025
CHAMP1	364	49097025
CHCHD5	138	49097025
CHCHD3	1311	49097025
CRY1	709	49097025
CRYAB	319	49097025
CRYBA2	136	49097025
CRY2	486	49097025
CRYBA4	302	49097025
CRYBB3	196	49097025
CRYAA	197	49097025
CRYBB1	324	49097025
CRYBB2	214	49097025
CRYBA1	167	49097025
PCDH9	3731	49097025
PCDH18	1121	49097025
PCDH15	5719	49097025
PCDH12	692	49097025
PCDH17	2323	49097025
PCDH19	1393	49097025
PCDHA1	8473	49097025
PCDH20	724	49097025
PCDH7	795	49097025
PCDH8	710	49097025
TMEM272	159	49097025
TMEM266	930	49097025
TMEM269	127	49097025
TMEM263	147	49097025
TMEM267	268	49097025
TMEM268	332	49097025
TMEM265	18	49097025
TMEM270	208	49097025
TMEM260	683	49097025
TMEM262	45	49097025
SNAI2	250	49097025
SNAPC1	337	49097025
SNAP91	1659	49097025
SNAP25	784	49097025
SNAP23	226	49097025
SNAP47	814	49097025
SNAI1	198	49097025
SNAPC2	197	49097025
SNAI3	209	49097025
SNAP29	287	49097025
AMIGO3	292	49097025
AMFR	595	49097025
AMER2	543	49097025
AMER3	967	49097025
AMHR2	401	49097025
AMIGO1	203	49097025
AMH	178	49097025
AMELY	69	49097025
AMIGO2	301	49097025
AMER1	1473	49097025
BHMG1	271	49097025
BHLHB9	478	49097025
BGN	304	49097025
BHLHE23	91	49097025
BHLHE40	283	49097025
BHLHE22	360	49097025
BHLHE41	189	49097025
BHLHA15	95	49097025
BHLHA9	53	49097025
BGLAP	77	49097025
CXorf40B	186	49097025
CXorf40A	165	49097025
CXorf21	274	49097025
CXCR6	167	49097025
CXorf49	19	49097025
CXCR4	739	49097025
CXorf38	232	49097025
CXCR3	217	49097025
CXCR5	321	49097025
CXCR2	394	49097025
HHLA2	730	49097025
HHLA1	803	49097025
HIBCH	669	49097025
HHLA3	260	49097025
HHATL	372	49097025
HHIP	1193	49097025
HHIPL1	607	49097025
HHEX	153	49097025
HIBADH	698	49097025
HHIPL2	786	49097025
PPIP5K2	926	49097025
PPM1A	479	49097025
PPM1D	840	49097025
PPIP5K1	369	49097025
PPIL6	382	49097025
PPM1B	545	49097025
PPIL3	159	49097025
PPL	1061	49097025
PPIL2	478	49097025
PPIL4	376	49097025
ERBB2	2694	49097025
ERAP1	676	49097025
EQTN	258	49097025
ERBB3	2087	49097025
ERBB4	5526	49097025
ERAS	147	49097025
ERAL1	244	49097025
ERAP2	575	49097025
EPX	608	49097025
EPYC	515	49097025
ZNF414	193	49097025
ZNF419	421	49097025
ZNF415	588	49097025
ZNF423	2663	49097025
ZNF418	510	49097025
ZNF426	356	49097025
ZNF416	277	49097025
ZNF420	635	49097025
ZNF425	616	49097025
ZNF417	313	49097025
PPP2R5D	460	49097025
PPP3CC	535	49097025
PPP3CB	489	49097025
PPP3R1	533	49097025
PPP4C	212	49097025
PPP3CA	1488	49097025
PPP4R1	699	49097025
PPP4R2	589	49097025
PPP2R5E	821	49097025
PPP3R2	257	49097025
SENP6	956	49097025
SENP7	1392	49097025
SENP8	223	49097025
SEPT12	357	49097025
SEPT10	534	49097025
SEPHS1	373	49097025
SEPT11	516	49097025
SEPSECS	360	49097025
SEPT1	224	49097025
SEPHS2	181	49097025
CYREN	122	49097025
CYP51A1	353	49097025
CYSTM1	291	49097025
CYP8B1	642	49097025
CYP7A1	435	49097025
CYSLTR1	525	49097025
CYS1	178	49097025
CYSLTR2	527	49097025
CYP7B1	1681	49097025
CYSRT1	159	49097025
PAX9	417	49097025
PAX8	645	49097025
PBDC1	181	49097025
PBK	240	49097025
PBOV1	86	49097025
PAXX	106	49097025
PAXIP1	805	49097025
PAX7	1008	49097025
PBLD	443	49097025
PAXBP1	607	49097025
AASDH	700	49097025
AASDHPPT	292	49097025
ABAT	875	49097025
AARD	222	49097025
ABCA1	1723	49097025
AARSD1	247	49097025
AASS	959	49097025
AATK	852	49097025
AARS	581	49097025
AARS2	552	49097025
LY6E	112	49097025
LVRN	1049	49097025
LUZP6	11	49097025
LUZP2	2713	49097025
LY6G5B	103	49097025
LUZP1	707	49097025
LY6D	114	49097025
LXN	132	49097025
LUZP4	355	49097025
LURAP1L	540	49097025
VSIG10	475	49097025
VRK2	1414	49097025
VSIG4	459	49097025
VSIG2	258	49097025
VSIG1	387	49097025
VSIG10L	337	49097025
VRK3	516	49097025
VRTN	651	49097025
VSIG8	248	49097025
VSIG10L2	106	49097025
MRPS7	155	49097025
MRPS34	87	49097025
MRS2	384	49097025
MRTFA	1279	49097025
MRRF	393	49097025
MRPS36	106	49097025
MRPS35	314	49097025
MRPS6	713	49097025
MRPS9	500	49097025
MRPS5	396	49097025
TRIM49B	332	49097025
TRIM46	532	49097025
TRIM48	682	49097025
TRIM49D1	62	49097025
TRIM49D2	22	49097025
TRIM5	3166	49097025
TRIM49	455	49097025
TRIM49C	327	49097025
TRIM45	291	49097025
TRIM47	256	49097025
OR1A2	251	49097025
OR14J1	306	49097025
OR1A1	358	49097025
OR1E1	195	49097025
OR1E2	192	49097025
OR1D5	175	49097025
OR1D2	320	49097025
OR1C1	521	49097025
OR1B1	297	49097025
OR14K1	300	49097025
IGFALS	303	49097025
IGFBP3	232	49097025
IGFBP1	210	49097025
IGF2R	1834	49097025
IGFBP4	217	49097025
IGFBP6	141	49097025
IGFBP2	319	49097025
IGF2BP2	1199	49097025
IGF2BP3	1259	49097025
IGFBP5	316	49097025
LMOD3	386	49097025
LMTK2	1291	49097025
LMO4	268	49097025
LMO7	1739	49097025
LMOD1	605	49097025
LMX1A	1365	49097025
LMOD2	426	49097025
LMX1B	756	49097025
LMO7DN	134	49097025
LMTK3	726	49097025
ROBO1	4179	49097025
ROBO2	4966	49097025
RNPS1	228	49097025
ROCK1	1319	49097025
ROM1	182	49097025
ROBO3	873	49097025
ROCK2	1345	49097025
ROMO1	63	49097025
ROBO4	811	49097025
ROGDI	225	49097025
ORAI3	182	49097025
OR9Q2	345	49097025
ORC1	503	49097025
OR9I1	324	49097025
OR9Q1	1612	49097025
ORAI2	304	49097025
OR9K2	370	49097025
ORAI1	196	49097025
ORC2	520	49097025
ORC3	652	49097025
FAT1	4013	49097025
FASTK	276	49097025
FASTKD1	550	49097025
FASLG	343	49097025
FASTKD3	379	49097025
FAS	524	49097025
FASTKD2	389	49097025
FASTKD5	333	49097025
FAT2	2269	49097025
FASN	1246	49097025
TNIP1	548	49097025
TNIK	2197	49097025
TNFSF15	285	49097025
TNFSF18	197	49097025
TNFSF8	354	49097025
TNFSF14	333	49097025
TNFSF9	192	49097025
TNFSF4	275	49097025
TNIP2	233	49097025
TNIP3	1001	49097025
IER2	125	49097025
IER3IP1	177	49097025
IDO2	906	49097025
IFFO1	435	49097025
IFFO2	378	49097025
IDUA	663	49097025
IER3	73	49097025
IER5L	103	49097025
IDS	465	49097025
IER5	146	49097025
ZDHHC16	224	49097025
ZDHHC17	658	49097025
ZDHHC14	1180	49097025
ZDHHC15	1072	49097025
ZDHHC19	296	49097025
ZDHHC11B	555	49097025
ZDHHC2	558	49097025
ZDHHC13	466	49097025
ZDHHC12	144	49097025
ZDHHC18	284	49097025
GDF3	346	49097025
GDF9	269	49097025
GDF6	581	49097025
GDF15	208	49097025
GDF1	344	49097025
GDF5	575	49097025
GDF7	252	49097025
GDI1	278	49097025
GDF5OS	337	49097025
GDF11	190	49097025
RNASE11	190	49097025
RMND5B	309	49097025
RNASE10	193	49097025
RNASE1	84	49097025
RNASE12	102	49097025
RNASE4	242	49097025
RNASE3	156	49097025
RMND5A	344	49097025
RNASE2	100	49097025
RNASE13	137	49097025
ALDH16A1	602	49097025
ALDH1A2	1773	49097025
ALDH2	628	49097025
ALDH1B1	361	49097025
ALDH1A3	548	49097025
ALDH1L1	1149	49097025
ALCAM	1251	49097025
ALDH1L2	737	49097025
ALDH18A1	523	49097025
ALDH1A1	619	49097025
ABCC4	1811	49097025
ABCC10	799	49097025
ABCC1	1634	49097025
ABCC3	1117	49097025
ABCC8	1512	49097025
ABCC6	1050	49097025
ABCC5	1275	49097025
ABCC2	1060	49097025
ABCC11	1246	49097025
ABCC12	1172	49097025
IFNA14	157	49097025
IFNA2	137	49097025
IFNA13	110	49097025
IFNA5	119	49097025
IFNA10	177	49097025
IFNA1	89	49097025
IFNA4	191	49097025
IFNA16	177	49097025
IFNA21	152	49097025
IFNA17	150	49097025
MRO	385	49097025
MROH2A	698	49097025
MROH1	738	49097025
MROH7	1094	49097025
MRNIP	321	49097025
MROH8	935	49097025
MROH2B	1993	49097025
MROH6	298	49097025
MROH5	1360	49097025
MROH9	1462	49097025
RFC2	313	49097025
RFESD	102	49097025
RFC4	326	49097025
RFLNA	1455	49097025
RFFL	500	49097025
RFC5	252	49097025
RFC1	840	49097025
RFLNB	159	49097025
RFK	102	49097025
RFC3	730	49097025
TRAF3IP3	526	49097025
TRAF5	449	49097025
TRAF3IP2	430	49097025
TRAK1	1426	49097025
TRAF7	835	49097025
TRAF4	213	49097025
TRAF3IP1	646	49097025
TRAIP	297	49097025
TRAFD1	334	49097025
TRAF6	344	49097025
TJP2	1098	49097025
TIRAP	204	49097025
TJP3	757	49097025
TJP1	1316	49097025
TK2	286	49097025
TKTL1	605	49097025
TJAP1	416	49097025
TK1	196	49097025
TKT	450	49097025
TKFC	397	49097025
KCNJ5	1273	49097025
KCNJ6	2322	49097025
KCNK1	608	49097025
KCNJ9	269	49097025
KCNJ3	1549	49097025
KCNJ15	624	49097025
KCNJ4	538	49097025
KCNJ16	803	49097025
KCNJ2	484	49097025
KCNJ8	432	49097025
ZNF808	644	49097025
ZNF804B	3771	49097025
ZNF800	563	49097025
ZNF804A	3269	49097025
ZNF814	1173	49097025
ZNF81	547	49097025
ZNF8	413	49097025
ZNF813	681	49097025
ZNF805	317	49097025
ZNF80	325	49097025
TAC4	169	49097025
TAC3	281	49097025
TACC2	2290	49097025
TAB3	965	49097025
TAB1	473	49097025
TAB2	659	49097025
TAC1	196	49097025
TACC1	887	49097025
TAAR9	186	49097025
TAAR8	219	49097025
SCN9A	2451	49097025
SCN4B	243	49097025
SCN4A	1374	49097025
SCN5A	2158	49097025
SCNM1	159	49097025
SCN3B	450	49097025
SCNN1B	877	49097025
SCNN1A	557	49097025
SCN7A	1767	49097025
SCN8A	1690	49097025
KDELR1	226	49097025
KDELR2	277	49097025
KDM2B	1406	49097025
KDM1B	668	49097025
KDM2A	1097	49097025
KDELR3	206	49097025
KDM3A	752	49097025
KDM1A	546	49097025
KDELC2	308	49097025
KDF1	271	49097025
BAG6	549	49097025
BAIAP3	769	49097025
BAIAP2	876	49097025
BAG5	225	49097025
BAHD1	506	49097025
BAIAP2L1	894	49097025
BAIAP2L2	394	49097025
BAK1	167	49097025
BAHCC1	1339	49097025
BAMBI	180	49097025
ARHGAP1	285	49097025
ARHGAP11A	477	49097025
ARFRP1	237	49097025
ARGLU1	315	49097025
ARFIP2	240	49097025
ARFIP1	608	49097025
ARG1	230	49097025
ARHGAP10	1663	49097025
ARG2	275	49097025
ARGFX	323	49097025
KDM8	358	49097025
KEL	850	49097025
KDM6A	2670	49097025
KDM5D	231	49097025
KDSR	315	49097025
KDM6B	941	49097025
KERA	335	49097025
KDR	2317	49097025
KEAP1	1464	49097025
KDM7A	845	49097025
SLX4IP	974	49097025
SLU7	362	49097025
SMAD2	1099	49097025
SLX1A	45	49097025
SLX1B	12	49097025
SMAD3	1126	49097025
SMAD1	485	49097025
SLURP2	134	49097025
SLX4	1050	49097025
SLURP1	89	49097025
MYO1D	1565	49097025
MYO5B	2201	49097025
MYO3B	2478	49097025
MYO1C	637	49097025
MYO5A	1607	49097025
MYO3A	2976	49097025
MYO1H	1147	49097025
MYO1G	621	49097025
MYO1F	1090	49097025
MYO1E	1494	49097025
TCF21	248	49097025
TCF20	958	49097025
TCF4	2302	49097025
TCF25	724	49097025
TCF24	149	49097025
TCF19	170	49097025
TCF3	851	49097025
TCF23	243	49097025
TCF7	354	49097025
TCF7L1	1031	49097025
NFYB	190	49097025
NFYA	284	49097025
NGEF	1191	49097025
NGF	583	49097025
NFYC	539	49097025
NGLY1	665	49097025
NGDN	235	49097025
NGB	138	49097025
NGFR	396	49097025
NGRN	163	49097025
SMIM10L2B	34	49097025
SMIM10L2A	49	49097025
SMIM12	108	49097025
SMIM11A	197	49097025
SMG9	389	49097025
SMG8	469	49097025
SMIM1	39	49097025
SMIM10L1	24	49097025
SMIM10	72	49097025
SMIM13	412	49097025
SMTN	626	49097025
SMR3B	316	49097025
SMR3A	247	49097025
SMPD4	711	49097025
SMPDL3B	347	49097025
SMPD3	746	49097025
SMPDL3A	262	49097025
SMPX	281	49097025
SMTNL1	285	49097025
SMS	376	49097025
BEND2	774	49097025
BEST3	821	49097025
BEND4	719	49097025
BEST2	335	49097025
BEND7	560	49097025
BEND6	565	49097025
BEND3	662	49097025
BEST4	179	49097025
BEND5	574	49097025
BEST1	422	49097025
GLI3	3011	49097025
GLE1	474	49097025
GLIPR1	377	49097025
GLIPR1L2	492	49097025
GLI4	287	49097025
GLG1	1221	49097025
GLI2	2100	49097025
GLDN	659	49097025
GLIPR1L1	315	49097025
GLI1	1054	49097025
IL18BP	187	49097025
IL19	359	49097025
IL1R1	843	49097025
IL17REL	267	49097025
IL18R1	569	49097025
IL18RAP	642	49097025
IL1A	231	49097025
IL18	173	49097025
IL1F10	173	49097025
IL1B	251	49097025
ISM2	511	49097025
ISPD	1527	49097025
IST1	406	49097025
ISYNA1	272	49097025
ISY1-RAB43	593	49097025
ISOC2	218	49097025
ISY1	351	49097025
ISX	411	49097025
ISOC1	248	49097025
ISM1	744	49097025
TOLLIP	392	49097025
TOM1	522	49097025
TOB1	190	49097025
TOM1L1	516	49097025
TOE1	260	49097025
TOM1L2	704	49097025
TOGARAM1	1187	49097025
TNXB	2001	49097025
TOGARAM2	1022	49097025
TOB2	204	49097025
TEX33	251	49097025
TEX30	151	49097025
TEX22	102	49097025
TEX264	256	49097025
TEX35	329	49097025
TEX36	282	49097025
TEX28	11	49097025
TEX29	278	49097025
TEX261	178	49097025
TEX26	430	49097025
TUBGCP3	937	49097025
TUFT1	465	49097025
TULP2	467	49097025
TULP3	566	49097025
TULP4	1555	49097025
TULP1	532	49097025
TUBGCP2	758	49097025
TUBGCP6	945	49097025
TUBGCP4	552	49097025
TUFM	239	49097025
UTP15	315	49097025
UTP23	780	49097025
UTF1	87	49097025
UTP14C	360	49097025
UST	1411	49097025
UTP14A	448	49097025
UTP25	522	49097025
UTP20	1471	49097025
UTP11	183	49097025
UTP18	357	49097025
USP17L7	87	49097025
USP20	709	49097025
USP19	629	49097025
USP2	525	49097025
USP18	254	49097025
USP22	471	49097025
USP17L5	46	49097025
USP17L8	22	49097025
USP21	397	49097025
USP17L4	17	49097025
RBM17	368	49097025
RBM12	475	49097025
RBM14	402	49097025
RBM12B	527	49097025
RBM14-RBM4	691	49097025
RBM19	1231	49097025
RBM18	224	49097025
RBM11	324	49097025
RBM15	475	49097025
RBM15B	396	49097025
AC004922.1	655	49097025
AC006486.1	532	49097025
AC006518.7	156	49097025
AC005697.1	420	49097025
